Type,ID,ParentID,Date,Content,Likes,Comments
COMMENT,"UgyBfap60rMkQaSmxo54AaABAg","RuR3C1n_cQw","2025-10-02 22:20:50","a di đà phật mong chồi đất thương việt nam sưa tan cơn bão gió không đất liền cứ cái đà không khác chiến chanh hoang tàn",2,0
COMMENT,"UgxTFQZGZ4kQ_M2CZm54AaABAg","RuR3C1n_cQw","2025-10-03 11:41:33","thương cho đồng bào miền lủ",0,0
COMMENT,"Ugxd6fYVM3fk4CSTT0t4AaABAg","RuR3C1n_cQw","2025-10-03 04:34:06","ôi một mo hồn đôn hồn bay tại sao đất nước trời cho gặp ?! còn nỗi khổ đắng cay ôi ngày tháng",0,0
COMMENT,"UgxwYTuU4UVwA6QcKld4AaABAg","RuR3C1n_cQw","2025-10-02 22:28:25","hâm mộ khánh trang chất giọng truyền cảm",3,0
COMMENT,"UgzLFwJy3Z3Ta-4y7gF4AaABAg","RuR3C1n_cQw","2025-10-02 20:47:40","bão chồng bão khổ tột",2,0
COMMENT,"UgzH4k9C7mlOWcV36eR4AaABAg","RuR3C1n_cQw","2025-10-02 22:08:49","hết bảo bão số 11 thật sự đáng sợ",1,0
COMMENT,"Ugwc37ylG7NCqyn1qQh4AaABAg","RuR3C1n_cQw","2025-10-02 22:54:03","xót xa cho gđ mất người thân.mất nhà cửa",0,0
COMMENT,"Ugznwnbi39z963jywy54AaABAg","RuR3C1n_cQw","2025-10-02 22:01:31","haizz người dân khổ",1,0
COMMENT,"UgxtdfcDUjh0TgElmCR4AaABAg","RuR3C1n_cQw","2025-10-02 23:11:30","ở cháu lua có mầm nhưng chưa dau miền trung bác",0,0
COMMENT,"UgzWTMOfdRfnZ4fzZ6R4AaABAg","RuR3C1n_cQw","2025-10-02 20:43:31","khủng khiếp chưa có cơn bão mô",2,0
COMMENT,"UgwA9I07-tbIsD5-i0J4AaABAg","RuR3C1n_cQw","2025-10-02 23:16:41","thủ tướng nhân dân",0,0
COMMENT,"UgzZ4vJZ3B8VYFE1D6x4AaABAg","RuR3C1n_cQw","2025-10-03 04:25:13","ôi bat cơm bat cháo đời ?!?!",0,0
COMMENT,"Ugze4KIi0zRY2I-9exx4AaABAg","RuR3C1n_cQw","2025-10-03 05:44:55","bão số 10 chưa khắc phục xong bão 11 xắp tới",0,0
COMMENT,"UgxQLXsvIrxE05chO0B4AaABAg","RuR3C1n_cQw","2025-10-03 04:37:37","đất nhà trời trời nhà phật mất phúc phật !",0,0
COMMENT,"UgxOgCvO4aM74dPRADZ4AaABAg","RuR3C1n_cQw","2025-10-02 23:14:38","báo cáo khoảng vậy bác",0,0
COMMENT,"UgzvCrBsFskmuBTNpZV4AaABAg","RuR3C1n_cQw","2025-10-03 04:31:17","đất có thần trăm dân đau khổ không có công thân lấy được bình yên vi sao ?! vi sao!",0,0
COMMENT,"UgxhySLvtNtn4CzfBUV4AaABAg","RuR3C1n_cQw","2025-10-03 06:08:26","cấp 8",0,0
COMMENT,"UgwBVgrQGwU1va4p4hh4AaABAg","RuR3C1n_cQw","2025-10-02 21:54:19","phát thanh viên nói thật dễ hiểu xinh đẹp",2,0
COMMENT,"UgxG36ltvW7tp0UdaDp4AaABAg","RuR3C1n_cQw","2025-10-02 22:17:07","phòng chống bão kém chủ quan dẫn thiệt hại người nặng nề",2,0
COMMENT,"UgxmOcbhwrRCjjcEdRV4AaABAg","RuR3C1n_cQw","2025-10-03 04:28:37","19? đao làm người viết câu chữ đai bào đang ôi tâm bang gia đình giờ mọi công trình tan hoang",0,0
COMMENT,"UgxmkinLlhkiVjjv2EF4AaABAg","RuR3C1n_cQw","2025-10-03 05:46:32","btv khanh trang an noi luu loat, hien hau, xu ly tinh huong kha nhanh, tat công an 10 diem,",0,0
COMMENT,"Ugz31tcsrfEBbFloa_h4AaABAg","RuR3C1n_cQw","2025-10-02 20:18:00","bão mặt-mo! ))",4,0
POST,"1ugWoWkh5Xc","","2025-10-06 19:15:01","bắc bộ mưa diện rộng bão matmo đổ bộ #shorts #bãolụt #thoitiet #dựbáothờitiết bão số 11 suy yếu thành áp thấp nhiệt đới sáng nay. dự báo, 2 ngày 6-7/10, hoàn lưu cơn bão số 11 gây một đợt .",11,0
POST,"dturBHumhMo","","2025-10-04 04:30:06","dự báo thời tiết sáng 4/10: bão matmo trút “cơn thịnh nộ”, cảnh báo hà nội hứng “mưa trút nước” cơn bão matmo (sắp trở thành bão số 11) dự báo vào miền bắc nước ta. vậy bão có qua hà nội không có thể gây ảnh .",0,0
POST,"IAAIjkVsBbQ","","2025-10-05 12:00:31","cảnh báo độ nguy hiểm bão matmo: thiên tai chồng thiên tai #vietbao #tintuc #ngaplut #bão kênh tin tức thời sự, tin nóng, livestream, phóng sự đặc sắc báo việt báo. #việtbáo #thoisuvietbao #tinnongvietbao .",8,0
POST,"sPqBHPWk_T4","","2025-10-04 16:18:02","bão matmo có thể đạt cấp 13 vào trưa 5/10, vào vịnh bắc bộ khoa khí tượng thủy văn tnn bão matmo có thể đạt cấp 13 vào trưa 5/10, vào vịnh bắc bộ khoa khí tượng thủy văn tnn #biếnđổikhíhậu #thoitiet .",9,0
POST,"1UMNulVTvo4","","2025-10-03 10:06:44","bão matmo giật cấp 13 đang tiến vào biển đông! đăng bởi báo hà nội mới.",3,0
POST,"CVZlRp_QId8","","2025-10-03 19:00:21","miền bắc sắp mưa to diện rộng do bão matmo, quảng ninh chịu ảnh hưởng sớm nhất ttvh ttvh theo trung tâm dự báo khí tượng thủy văn quốc gia, thời tiết miền bắc còn nắng mạnh ngày 5/10. riêng thời tiết hà .",9,0
POST,"53fmAEFXC30","","2025-10-03 14:13:36","bão matmo vào biển đông đêm nay 3.10 #shorts bão matmo vào biển đông đêm nay 3.10 #shorts nhấn subscribe kênh ấn chuông người đầu tiên nhận được .",845,1
COMMENT,"UgwFp_7YlQKLPca3b-x4AaABAg","53fmAEFXC30","2025-10-03 14:19:46","nghe dọng hoài chừ mới thấy mặc ổng",5,0
POST,"8RgYNfvQuAM","","2025-10-07 13:18:52","bão matmo làm ngập đường #duongphovlog79",6,0
POST,"f55PUhi0q_4","","2025-10-03 20:30:33","bão matmo mạnh lên cấp cuồng phong, dự báo kịch bản đổ bộ cần thơ sức gió giật tới 125 km/h, bão matmo lao thẳng vào vịnh bắc bộ nước ta tốc độ nhanh. nhưng điều đáng lo kịch bản .",4,0
POST,"AoDwCPUzgqM","","2025-10-03 12:47:53","tin lũ khẩn cấp 12h ngày 3/10: bão matmo chiều tối nay vào biển đông vtvwdb tin lũ khẩn cấp 12h ngày 3/10: bão matmo chiều tối nay vào biển đông vtvwdb dự báo thời tiết vtv kênh youtube .",503,19
COMMENT,"UgzZHLvwlAFVF3YnGXZ4AaABAg","AoDwCPUzgqM","2025-10-03 13:04:48","dạ con niệm nam mô a di đà phật nguyện cho thời tiết mưa thuận gió hòa",6,0
COMMENT,"Ugz8sWhYwT-DJeIOSWB4AaABAg","AoDwCPUzgqM","2025-10-03 13:20:55","xong mưa lũ dân dua nhau trồng vụ đông,xau 2,3 tháng cung vượt cầu nông dân được mùa mất giá",4,0
COMMENT,"Ugz6Lz1Qo7ExdO6cwA94AaABAg","AoDwCPUzgqM","2025-10-03 16:26:58","bão 11 không biết đây khổ con tôi",2,0
COMMENT,"Ugwo2CYwaTk0UsvE3O94AaABAg","AoDwCPUzgqM","2025-10-03 20:54:02","mog bão nhẹ nhàng chúng con",0,0
COMMENT,"UgxVJDkkgyK5OtPUvul4AaABAg","AoDwCPUzgqM","2025-10-03 18:03:07","căng",0,0
COMMENT,"Ugz7gE8HgS4LYnzHkFZ4AaABAg","AoDwCPUzgqM","2025-10-03 14:41:16","đọc sai rôi bão số 9 số 10 chưa",0,0
COMMENT,"UgxSqnS-ztEV8GnNI7J4AaABAg","AoDwCPUzgqM","2025-10-03 14:00:32","người đang sống đầu đội trời , chân đạp đất không kính trọng , người kính bác hồ đang",5,0
COMMENT,"UgwOA52Z_3HnFB6kXwF4AaABAg","AoDwCPUzgqM","2025-10-03 13:39:24","người lãnh đạo đất nước vô ơn lắm ,",3,0
COMMENT,"UgznpEFGGf4wWnmlM6F4AaABAg","AoDwCPUzgqM","2025-10-03 13:26:55","mai nói người qua ngày 2/9 gặp mai có việc làm , người nói đảng , kế công bác hồ , quan doi , mai có xin người lớn gạo",3,0
COMMENT,"Ugw1fQIM8N-CHV1nNpx4AaABAg","AoDwCPUzgqM","2025-10-03 13:36:25","tu keo không kịp , có số 11 đây thu xem miền bắc có còn không , mai có xin người thứ người kế công",2,0
COMMENT,"UgwjELJk-EcA7qVLD494AaABAg","AoDwCPUzgqM","2025-10-03 20:37:30","phát thanh viên giọng nói thu hút người theo dõi thời sự",0,0
COMMENT,"UgxXqkUGVxa7dVVcPf54AaABAg","AoDwCPUzgqM","2025-10-03 13:50:48","người làm sai sao mai dung ra xin bo ấn xa vì mai được",1,0
COMMENT,"UgyRTv0PRdEpGS1cJot4AaABAg","AoDwCPUzgqM","2025-10-03 14:08:04","mai không nước ngoài vào đây đầu tư dam hết đất nước , bỏ tiền ra có lời mới làm , không làm không có lời bỏ vo đầu tư",1,0
COMMENT,"UgzJUB6OWDuqctKA2VV4AaABAg","AoDwCPUzgqM","2025-10-03 14:02:46","biết rằng bác hồ hi sinh đời vì nước vì dân , mai hỏi người đang sống ở đang đứng , đang ngồi ,",1,0
COMMENT,"UgwVH2219To3UKf6MLl4AaABAg","AoDwCPUzgqM","2025-10-03 14:02:34","rành bọn làm màu",0,0
POST,"F8UcX6cQjyg","","2025-10-02 11:00:30","bão matmo vừa hình thành, dự báo mạnh cấp 12 bão matmo vừa hình thành, dự báo mạnh cấp 12 bão matmo vừa hình thành, dự báo mạnh cấp 12. sáng sớm nay (2/10), áp thấp .",18,0
POST,"juFpaexRAbc","","2025-10-04 13:30:22","miền bắc, miền trung nắng nóng gay gắt bão matmo gây mưa lớn vnp miền bắc hà nội nắng nóng tới 34 c hết ngày 5/10 đón mưa dông diện rộng do bão matmo, nguy cơ .",0,0
POST,"8wDMNkEioNM","","2025-10-09 16:24:11","bài học bão matmo - cần cẩn trọng an toàn hơn! cơn bão qua, nhưng mất mát còn đọng lại. phòng tránh tình huống khẳn cấp việc giữ liên lạc kịp .",1,0
POST,"JiQJLlUWqJk","","2025-10-05 19:34:15","bão matmo đổ bộ trung quốc, gió giật cấp 14, sóng cao 4 m #tintuc #ngocdungradio",5,0
POST,"AEglX3X1hgU","","2025-10-02 20:30:06","thời sự toàn cảnh tối 2/10: bão matmo mạnh lên vào biển đông, trở thành cơn bão số 11 vtv24 tin chính bản tin: 00:00 tin chính 00:29 cụm tin khắc phục thiệt hại bão số 10: - tìm kiếm nạn nhân mất tích .",393,0
POST,"d9qwxUEvKNE","","2025-10-02 19:56:07","bão matmo",72,27
COMMENT,"UgygD31PGtt_0etnNkF4AaABAg","d9qwxUEvKNE","2025-10-04 00:03:23","t ở nghệ an nhìn rớt nc mắt",2,0
COMMENT,"UgxsitfTJSGm5LjMlal4AaABAg","d9qwxUEvKNE","2025-10-03 14:02:04","bão mất mộ",3,0
COMMENT,"UgwUCSlOMhJhssMVJpR4AaABAg","d9qwxUEvKNE","2025-10-04 19:06:52","trung thu vui vẻ",2,0
COMMENT,"UgzzRV8UQVUz1xBrE9B4AaABAg","d9qwxUEvKNE","2025-10-03 20:08:14","chết mẹ tôi rồi:)) tôi ở gần lào",2,0
COMMENT,"UgwhkJwdfnNGLy0L7yd4AaABAg","d9qwxUEvKNE","2025-10-05 21:51:59","yagi: bố sợ bố kéo lò",1,0
COMMENT,"UgzVWjU9CIB2_EBy4MF4AaABAg","d9qwxUEvKNE","2025-10-03 20:05:01","hết cứu",2,0
COMMENT,"Ugzn1La_LSrNcS1dgj14AaABAg","d9qwxUEvKNE","2025-10-03 19:54:41","hiểu luôn rồi:)))))",1,0
COMMENT,"UgxQBHS6AsYGWw6Zb3h4AaABAg","d9qwxUEvKNE","2025-10-03 18:58:33","vào lào cai đủ hiểu rồi",1,0
COMMENT,"UgwOISaJolT-sR7TugR4AaABAg","d9qwxUEvKNE","2025-10-04 16:08:44","xin mời bảo qua trung quốc ở đây không đoán tiếp",1,0
COMMENT,"UgzyxN5-hRwuvSmb0H94AaABAg","d9qwxUEvKNE","2025-10-04 07:13:05","tui ở quảng ninh",1,0
COMMENT,"UgyBWP-0xPeLqV0WalF4AaABAg","d9qwxUEvKNE","2025-10-04 18:19:03","sắp trải nghiệm tại trung tâm bão",0,0
COMMENT,"UgxkPtxlcvfyc9i8gWV4AaABAg","d9qwxUEvKNE","2025-10-03 10:38:25","xong",1,0
COMMENT,"Ugx1CxEc83qOaWSmoIJ4AaABAg","d9qwxUEvKNE","2025-10-03 19:21:01","xong đời lào cai",1,0
COMMENT,"Ugz0N6UDqcE4u0E7m3d4AaABAg","d9qwxUEvKNE","2025-10-03 15:55:47","i am laotian and i am going to",1,0
COMMENT,"UgzgC6De5DkNAEDlRAd4AaABAg","d9qwxUEvKNE","2025-10-03 16:46:07","hải phòng oh no tôi ở",1,0
COMMENT,"UgzVJaXhWtUUI2ujQlR4AaABAg","d9qwxUEvKNE","2025-10-03 04:21:43","ñao",1,0
COMMENT,"Ugzcr5uwzqL4b2lMrU14AaABAg","d9qwxUEvKNE","2025-10-03 22:53:48","ngon thí được nghỉ học rồi )",1,0
COMMENT,"Ugy_8OFAUD2bd4y0ia14AaABAg","d9qwxUEvKNE","2025-10-03 15:43:26","nooooooooooooooooooooooooooooooooooooo",1,0
COMMENT,"UgwtLbS4T_sCVj2tNhx4AaABAg","d9qwxUEvKNE","2025-10-02 23:08:38","giải thích không hiểu",1,0
POST,"qHP0gSRveQs","","2025-10-06 10:08:22","bão số 11 matmo suy yếu thành áp thấp nhiệt đới, dự báo diễn biến mưa to #tintucbao #baoso11 #matmo",146,1
COMMENT,"UgzMd0aPtbGAGL91o2x4AaABAg","qHP0gSRveQs","2025-10-07 03:40:09","minh khong hieu the ma nguoi viet cy di ra duong khong so ton cua vao nguoi sao",0,0
POST,"ko9jch4jcTQ","","2025-10-08 14:17:08","hoàn lưu bão matmo gây ngập lụt &quot;chưa có tiền lệ&quot; ở thái nguyên",1,0
POST,"Nk3Wn7eX3RY","","2025-10-03 19:45:06","khẩn cấp! lời tiên tri ứng nghiệm, bão matmo có thể quét vào việt nam ngày 6 tháng 10 khẩn cấp! lời tiên tri ứng nghiệm, bão matmo có thể quét vào việt nam ngày 6 tháng 10 tiên tri dự ngôn mới nhất .",129,12
COMMENT,"UgxGYmzndbfFWhOmkHp4AaABAg","Nk3Wn7eX3RY","2025-10-03 22:20:50","nam mô bổn sư thích công an mâu ni phật mô phật.",3,0
COMMENT,"UgxfwSNnfriflL23fxV4AaABAg","Nk3Wn7eX3RY","2025-10-04 01:46:41","cầu mong cho thiên tai chiến tranh chấm dứt ở mọi nơi người dân lành được bình an nam mô a di đà phật",1,0
COMMENT,"UgzMbQhnK6CVwsmVrA14AaABAg","Nk3Wn7eX3RY","2025-10-04 15:48:18","nhà nhà miệng nhìu nam mô ace biết bây giờ nam mô a di đà phật",2,0
COMMENT,"Ugxx5YUpE9bQJzvTkbh4AaABAg","Nk3Wn7eX3RY","2025-10-05 05:59:15","nam mô a di đà phật nam mô đại từ đại bi cứu khổ cứu nạn quán thế âm bồ tát",1,0
COMMENT,"UgzL1Q6f8KS1GoXAKAp4AaABAg","Nk3Wn7eX3RY","2025-10-04 10:30:51","nam mô a di đà phật",2,0
COMMENT,"UgxOgFOJdqaBrpFWmhB4AaABAg","Nk3Wn7eX3RY","2025-10-09 00:12:31","nam mô bổn sư thích công an mâu ni phật chúng con tha thiết cầu mong chư thiên chư tiên long thần hộ pháp bát bộ thiên long hộ độ trì cho chúng con qua cơn hoả hoạn thiên tai nam mô adidaphat nam mô adidaphat nam mô adidaphat",0,0
COMMENT,"UgzuqrGTrOr9b8opJNt4AaABAg","Nk3Wn7eX3RY","2025-10-03 20:27:32","nam mô a di đà phật. nam mô a di đà phật. nam mô a di đà phật.",0,0
COMMENT,"UgzAjsXj2FG-gAEQrzl4AaABAg","Nk3Wn7eX3RY","2025-10-04 09:40:36","a di đà phật",3,0
COMMENT,"UgxaOG9Baz0rpwqWaGd4AaABAg","Nk3Wn7eX3RY","2025-10-05 02:00:00","có thể ? .chứ chưa chắc chắn.! tới tới luôn đi.! ( chạy trời không khỏi nắng !).",1,0
COMMENT,"UgxJou1OMk2z7lvXMoh4AaABAg","Nk3Wn7eX3RY","2025-10-03 21:23:18","quan tham nhiều tan ác dân luật trời cảnh tỉnh",0,0
COMMENT,"Ugze2INxE7-8Rp624Hd4AaABAg","Nk3Wn7eX3RY","2025-10-03 21:31:50","có tật giật mình. tham nhũng trời phạt kêu oan gìkkk",0,0
POST,"X3dUvjNmvHg","","2025-10-06 16:03:36","bão matmo đổ bộ miền nam trung quốc, sơ tán 151.000 người #tintuc #tinnong24h #news #tindongtroi",14,0
POST,"9E0jg6TJ5hI","","2025-10-06 18:37:11","bão matmo chính thức suy yếu, nhưng mưa bám riết bắc bộ #tinnhanh5phut #tinnong",27,0
POST,"9Lbm-cZCJrI","","2025-10-05 07:18:22","nâng mức ứng phó khẩn cấp đối bão matmo vtvwdb nâng mức ứng phó khẩn cấp đối bão matmo vtvwdb dự báo thời tiết vtv kênh youtube chính thức phòng thời .",20,0
POST,"TG824b5Yx6s","","2025-10-06 16:12:05","bão matmo vào trung quốc, giảm còn cấp 8 rạng sáng 6/10, bão matmo vào quảng tây (trung quốc), suy yếu còn cấp 8, giật cấp 10, tiếp tục giảm thành áp thấp .",39,0
POST,"s9NiF30PC9Y","","2025-10-06 11:30:29","khẩn: bão matmo đổ bộ trung quốc suy yếu thành atnđ, việt nam hứng mưa lớn theo vnp vietnam plus theo cơ quan khí tượng, sáng ngày 6/10, sâu vào đất liền tỉnh quảng tây (trung quốc), bão số 11 .",1,0
POST,"q5b5S2gBH10","","2025-10-03 09:07:59","bão matmo có thể vào biển đông hôm nay ngày 3/10",26,0
POST,"c4h7Ur1_VmM","","2025-10-07 07:52:19","sân vđ mỹ đình ngày 7/10/2025 bão matmo #baomatmo",125,0
POST,"LgO4wW8WqUU","","2025-10-07 18:11:39","bão matmo gây lũ lụt diện rộng tại thái nguyên #matmo #luluttaithainguyen #dienmayhongbac",1,0
POST,"9QtaNIoQpLE","","2025-10-03 15:00:10","bão matmo giật cấp 14 sắp đổ vào biển đông, trung quốc nâng cấp ứng phó khẩn cấp vnp vietnam plus bão matmo nối gót bualoi, tạo thành hiệu ứng “bão chồng bão” nhấn chìm miền nam trung quốc hiểm nguy.",0,0
POST,"ExcrXFZq1HU","","2025-10-07 16:04:16","hà nội hóa đại hải trình bão matmo hanoi turned into the grand line after storm matmo một ngày không thể tin nổi: hà nội bão matmo trông một đại dương thật sự. tôi lạc vào thế giới one piece – “đại .",19,0
POST,"fpqE7l-Q_ZU","","2025-10-07 11:59:28","mưa bão matmo (bão số 1) ở hà nội việt nam đây cách capybara học #storm #cabybara",26,0
POST,"Sqpk-A8ZtTA","","2025-10-06 09:13:01","trung quốc khắc phục hậu quả bão matmo",15,0
POST,"R0lHLWfII_s","","2025-10-06 09:01:39","bão matmo quét qua trung quốc gây mưa to gió lớn #baoso11 #baomatmo bão matmo quét qua trung quốc gây mưa to gió lớn. nguồn: vnego hãy đăng ký theo dõi imk việt nam nhận nhiều video .",8,0
POST,"1uJr227UF-8","","2025-10-05 10:43:20","hà nội khuyến khích làm việc online ứng phó bão matmo #hanoiplus #hanoi #baomatmo",5,0
POST,"tIAxrRYsHr0","","2025-10-04 19:01:40","cảnh báo: bão matmo hết sức nguy hiểm, “thiên tai chồng thiên tai” #tintuc #tintucdoday #news theo dự báo, bão số 11 tiếp tục mạnh thêm lên cấp 12-13, giật cấp 15-16. ngày 5-7/10, bão ảnh hưởng trực tiếp .",7,0
POST,"NXp7GXquCXM","","2025-10-06 07:00:33","bão matmo tàn phá từ gió",3,0
POST,"gs0Qkykw_hg","","2025-10-06 06:10:43","tin bão mới nhất: bão matmo đổ bộ trung quốc, hàng trăm nghìn người sơ tán tin bão mới nhất: bão matmo đổ bộ trung quốc, hàng trăm nghìn người sơ tán mời quý vị bạn xem thêm: .",31,0
POST,"nkaUEl6EnRA","","2025-10-02 08:20:05","dự báo sớm mới nhất bão matmo có thể bão số 11 #thoitiet #dubaothoitiet #tintuc #cuocsong dự báo sớm mới nhất bão matmo có thể bão số 11 #thoitiet #dubaothoitiet #baoso11.",62,0
POST,"lNshcMpmY5o","","2025-10-06 10:15:06","bão matmo đổ bộ vào trung quốc miền bắc mưa lớn hôm nay #shorts #bãolụt #thoitiet #dựbáothờitiết lực lượng chức năng người dân khu vực ven biển hải đảo quảng ninh đang khẩn trương triển khai biện pháp đảm .",7,0
POST,"Xe1nzCpVncs","","2025-10-07 16:51:40","bão matmo đổ bộ vào trung quốc#tintuc #baoso11 #yeubanthan #shortvideo",1,0
POST,"9PZsJnO3GUw","","2025-10-03 20:50:09","bão matmo cuồng phong _ gió giật cấp 15, miền bắc việt nam đối mặt sóng dữ 6 m snewstv #thờisựtổnghợp bão matmo cuồng phong đang tiến sát miền bắc việt nam sức gió giật cấp 15 sóng biển .",0,0
